order_item_id,order_id,product_id,quantity,discount_applied,price,item_total
323,343,41,5,0.09,6739.22,30663.451
1720,1982,41,4,0.19,6739.22,21835.0728
2084,2028,41,2,0.27,6739.22,9839.2612
2346,2353,41,5,0.45,6739.22,18532.855
2608,902,41,3,0.02,6739.22,19813.3068
2870,2962,41,2,0.3,6739.22,9434.908
2882,2823,41,5,0.41,6739.22,19880.699
4658,1970,41,2,0.18,6739.22,11052.320800000001
4668,2545,41,3,0.44,6739.22,11321.8896
5120,2294,41,4,0.13,6739.22,23452.4856
6,278,346,5,0.01,2157.1,10677.645
13,2455,346,2,0.35,2157.1,2804.23
560,62,346,4,0.27,2157.1,6298.732
793,1529,346,3,0.03,2157.1,6277.160999999999
1033,1787,346,5,0.17,2157.1,8951.965
3859,1889,346,1,0.39,2157.1,1315.831
4629,2738,346,5,0.03,2157.1,10461.935
4853,2724,346,2,0.11,2157.1,3839.638
5195,1587,346,2,0.02,2157.1,4227.916
5733,617,346,2,0.27,2157.1,3149.366
7,1978,392,4,0.49,9512.78,19406.071200000002
472,769,392,5,0.38,9512.78,29489.618000000002
1609,2322,392,1,0.48,9512.78,4946.645600000001
2635,1713,392,1,0.29,9512.78,6754.0738
2663,897,392,3,0.31,9512.78,19691.4546
3225,371,392,4,0.24,9512.78,28918.8512
3429,2738,392,5,0.15,9512.78,40429.315
3586,2998,392,2,0.4,9512.78,11415.336000000001
3786,1607,392,5,0.48,9512.78,24733.228000000003
3929,861,392,3,0.04,9512.78,27396.8064
4373,2802,392,4,0.44,9512.78,21308.627200000003
4839,690,392,1,0.23,9512.78,7324.8406
5951,2425,392,4,0.21,9512.78,30060.384800000003
8,1717,461,1,0.18,8653.87,7096.1734000000015
65,976,461,2,0.23,8653.87,13326.959800000002
498,2973,461,1,0.43,8653.87,4932.705900000001
651,1403,461,3,0.07,8653.87,24144.2973
1651,1609,461,4,0.03,8653.87,33577.0156
2088,1817,461,2,0.43,8653.87,9865.411800000002
2567,561,461,3,0.25,8653.87,19471.2075
2758,884,461,2,0.14,8653.87,14884.656400000002
3184,2115,461,2,0.33,8653.87,11596.1858
3453,111,461,3,0.01,8653.87,25701.9939
4399,923,461,1,0.37,8653.87,5451.9381
4494,1453,461,5,0.42,8653.87,25096.223000000005
4663,2365,461,1,0.37,8653.87,5451.9381
4829,1399,461,3,0.29,8653.87,18432.7431
5065,2125,461,3,0.34,8653.87,17134.6626
5450,1620,461,3,0.48,8653.87,13500.0372
5534,261,461,4,0.1,8653.87,31153.932000000004
5566,2966,461,2,0.49,8653.87,8826.947400000001
5822,787,461,2,0.29,8653.87,12288.4954
9,2146,367,1,0.38,5491.17,3404.5254
752,2370,367,4,0.42,5491.17,12739.514400000002
896,2066,367,2,0.07,5491.17,10213.5762
1005,95,367,1,0.02,5491.17,5381.3466
1649,1202,367,5,0.38,5491.17,17022.627
2114,945,367,4,0.04,5491.17,21086.0928
4646,811,367,1,0.03,5491.17,5326.4349
4930,99,367,5,0.31,5491.17,18944.5365
5439,1704,367,2,0.48,5491.17,5710.8168000000005
5683,890,367,4,0.28,5491.17,15814.569599999999
10,2064,229,2,0.21,3768.65,5954.467000000001
180,180,229,2,0.15,3768.65,6406.705
329,2841,229,4,0.48,3768.65,7838.792
533,2115,229,1,0.45,3768.65,2072.7575
1165,67,229,1,0.02,3768.65,3693.277
1589,2446,229,3,0.47,3768.65,5992.1535
1679,218,229,2,0.39,3768.65,4597.753
3057,1340,229,5,0.2,3768.65,15074.6
5688,1575,229,4,0.31,3768.65,10401.474
5911,1888,229,4,0.32,3768.65,10250.728
11,90,7,4,0.17,3121.39,10363.014799999999
150,87,7,3,0.21,3121.39,7397.6943
581,1888,7,5,0.05,3121.39,14826.602499999999
711,1948,7,2,0.08,3121.39,5743.3576
1195,43,7,1,0.46,3121.39,1685.5506
2048,2411,7,5,0.42,3121.39,9052.031
4029,2986,7,3,0.39,3121.39,5712.1437
5938,2169,7,3,0.4,3121.39,5618.5019999999995
12,684,382,1,0.02,4988.57,4888.7986
44,2426,382,1,0.19,4988.57,4040.7417
508,2057,382,2,0.04,4988.57,9578.054399999999
666,875,382,4,0.44,4988.57,11174.3968
828,2735,382,1,0.06,4988.57,4689.2558
1083,470,382,1,0.16,4988.57,4190.3988
1977,571,382,3,0.41,4988.57,8829.768900000001
2414,812,382,5,0.11,4988.57,22199.1365
2742,202,382,4,0.42,4988.57,11573.4824
3032,1136,382,2,0.04,4988.57,9578.054399999999
4113,2383,382,4,0.41,4988.57,11773.0252
4177,1251,382,1,0.17,4988.57,4140.513099999999
4302,2346,382,2,0.25,4988.57,7482.855
4605,516,382,3,0.29,4988.57,10625.6541
5895,1530,382,4,0.23,4988.57,15364.7956
14,1123,46,3,0.22,3207.76,7506.158400000001
429,513,46,2,0.49,3207.76,3271.9152000000004
758,2853,46,5,0.4,3207.76,9623.28
1682,2115,46,1,0.34,3207.76,2117.1216
3346,2526,46,3,0.33,3207.76,6447.5976
3564,1513,46,3,0.39,3207.76,5870.2008000000005
3687,1179,46,3,0.12,3207.76,8468.4864
4165,1816,46,1,0.31,3207.76,2213.3544
4309,2825,46,2,0.21,3207.76,5068.260800000001
4639,2709,46,2,0.2,3207.76,5132.416000000001
5226,84,46,4,0.4,3207.76,7698.624
5897,631,46,2,0.21,3207.76,5068.260800000001
15,2854,164,2,0.46,4102.74,4430.9592
31,2087,164,2,0.24,4102.74,6236.1648
278,609,164,4,0.38,4102.74,10174.795199999999
463,1156,164,3,0.05,4102.74,11692.809
966,90,164,4,0.08,4102.74,15098.0832
1207,1511,164,3,0.29,4102.74,8738.8362
2362,799,164,2,0.46,4102.74,4430.9592
4797,506,164,4,0.21,4102.74,12964.6584
5019,2933,164,3,0.49,4102.74,6277.1921999999995
5649,1634,164,2,0.29,4102.74,5825.890799999999
16,529,302,4,0.3,2021.76,5660.928
484,1982,302,2,0.23,2021.76,3113.5104
955,1157,302,5,0.02,2021.76,9906.624
1338,1117,302,3,0.27,2021.76,4427.654399999999
2115,1250,302,2,0.46,2021.76,2183.5008000000003
2206,2522,302,1,0.32,2021.76,1374.7967999999998
2511,2356,302,1,0.22,2021.76,1576.9728
2917,466,302,4,0.06,2021.76,7601.817599999999
3303,1058,302,2,0.39,2021.76,2466.5472
4756,1597,302,2,0.46,2021.76,2183.5008000000003
4811,2133,302,5,0.4,2021.76,6065.28
5143,2885,302,1,0.32,2021.76,1374.7967999999998
5353,1177,302,2,0.35,2021.76,2628.288
17,1187,395,3,0.12,2768.16,7307.9424
255,1756,395,4,0.47,2768.16,5868.4992
539,1833,395,3,0.3,2768.16,5813.1359999999995
649,265,395,5,0.34,2768.16,9134.927999999998
718,2839,395,4,0.43,2768.16,6311.4048
977,2596,395,5,0.25,2768.16,10380.599999999999
1401,2549,395,1,0.11,2768.16,2463.6623999999997
2359,1807,395,1,0.2,2768.16,2214.528
2454,186,395,1,0.49,2768.16,1411.7616
2492,198,395,5,0.0,2768.16,13840.8
2655,2581,395,1,0.38,2768.16,1716.2592
2751,2941,395,5,0.37,2768.16,8719.704
3212,1122,395,4,0.09,2768.16,10076.1024
4877,995,395,1,0.0,2768.16,2768.16
5272,2202,395,4,0.35,2768.16,7197.215999999999
5894,726,395,3,0.28,2768.16,5979.2256
18,187,470,5,0.01,5910.68,29257.866
1319,2712,470,5,0.14,5910.68,25415.924
1575,1192,470,4,0.37,5910.68,14894.913600000002
2064,1158,470,2,0.15,5910.68,10048.156
3455,2493,470,1,0.08,5910.68,5437.8256
3888,1066,470,4,0.5,5910.68,11821.36
3925,1392,470,4,0.02,5910.68,23169.8656
4048,1350,470,2,0.09,5910.68,10757.437600000001
19,2320,469,3,0.24,3055.7,6966.995999999999
194,349,469,4,0.09,3055.7,11122.748
506,2063,469,1,0.04,3055.7,2933.4719999999998
661,2233,469,4,0.14,3055.7,10511.607999999998
906,835,469,1,0.43,3055.7,1741.749
1712,101,469,1,0.29,3055.7,2169.5469999999996
1732,600,469,5,0.27,3055.7,11153.305
2037,484,469,3,0.02,3055.7,8983.757999999998
2078,2690,469,5,0.28,3055.7,11000.52
2421,1079,469,2,0.42,3055.7,3544.612
2522,1798,469,2,0.04,3055.7,5866.9439999999995
3635,1776,469,4,0.04,3055.7,11733.887999999999
3763,1186,469,1,0.18,3055.7,2505.674
4651,140,469,2,0.22,3055.7,4766.892
4744,2533,469,2,0.23,3055.7,4705.778
5009,312,469,1,0.31,3055.7,2108.4329999999995
5123,2664,469,3,0.14,3055.7,7883.705999999998
5726,36,469,2,0.17,3055.7,5072.4619999999995
20,250,186,5,0.22,291.89,1138.3709999999999
1250,926,186,4,0.25,291.89,875.67
1407,1291,186,2,0.45,291.89,321.079
1491,794,186,1,0.15,291.89,248.10649999999998
2164,1076,186,5,0.31,291.89,1007.0204999999997
2633,730,186,2,0.26,291.89,431.99719999999996
2855,2581,186,2,0.01,291.89,577.9422
3688,2983,186,2,0.33,291.89,391.13259999999997
4396,1598,186,5,0.07,291.89,1357.2884999999997
5542,1798,186,1,0.33,291.89,195.56629999999998
21,2842,358,3,0.11,7059.58,18849.078599999997
205,999,358,1,0.48,7059.58,3670.9816
449,224,358,1,0.48,7059.58,3670.9816
945,95,358,5,0.18,7059.58,28944.278000000002
1056,1113,358,4,0.26,7059.58,20896.356799999998
1121,2490,358,3,0.14,7059.58,18213.716399999998
1636,1725,358,3,0.11,7059.58,18849.078599999997
1664,439,358,3,0.13,7059.58,18425.5038
2161,107,358,1,0.35,7059.58,4588.727
2241,1287,358,1,0.1,7059.58,6353.622
2739,2265,358,5,0.1,7059.58,31768.11
3562,2455,358,5,0.34,7059.58,23296.613999999998
3898,1797,358,5,0.05,7059.58,33533.005
22,780,349,4,0.41,1654.87,3905.4932000000003
813,368,349,4,0.16,1654.87,5560.3632
932,1217,349,4,0.23,1654.87,5096.9996
2475,1516,349,2,0.04,1654.87,3177.3504
2965,41,349,5,0.05,1654.87,7860.632499999998
3071,1299,349,3,0.33,1654.87,3326.2886999999996
3282,2398,349,2,0.17,1654.87,2747.0842
3580,1220,349,2,0.43,1654.87,1886.5518000000002
4052,2267,349,5,0.43,1654.87,4716.3795
4796,1645,349,2,0.19,1654.87,2680.8894
4817,1930,349,1,0.14,1654.87,1423.1881999999998
5030,337,349,5,0.16,1654.87,6950.453999999999
5122,2290,349,1,0.11,1654.87,1472.8343
5183,121,349,4,0.05,1654.87,6288.505999999999
23,1629,311,3,0.24,1350.17,3078.3876
119,845,311,1,0.34,1350.17,891.1121999999999
345,1479,311,3,0.16,1350.17,3402.4284000000002
1272,1578,311,2,0.42,1350.17,1566.1972000000003
1449,1375,311,1,0.04,1350.17,1296.1632
1628,1752,311,1,0.23,1350.17,1039.6309
1831,1426,311,1,0.09,1350.17,1228.6547
1859,154,311,4,0.28,1350.17,3888.4896
2297,1704,311,1,0.2,1350.17,1080.1360000000002
2307,1373,311,1,0.19,1350.17,1093.6377000000002
3478,1574,311,3,0.45,1350.17,2227.7805000000003
3533,1495,311,2,0.36,1350.17,1728.2176000000002
3961,1486,311,3,0.46,1350.17,2187.2754000000004
4096,300,311,5,0.18,1350.17,5535.697000000001
4256,996,311,1,0.34,1350.17,891.1121999999999
4389,1772,311,3,0.43,1350.17,2308.7907000000005
4547,836,311,3,0.46,1350.17,2187.2754000000004
4778,575,311,3,0.04,1350.17,3888.4896
4940,1469,311,3,0.06,1350.17,3807.4794
5493,448,311,2,0.35,1350.17,1755.2210000000002
5756,2533,311,4,0.08,1350.17,4968.6256
5893,305,311,3,0.09,1350.17,3685.9641
24,2028,348,2,0.4,6638.24,7965.887999999999
700,754,348,1,0.01,6638.24,6571.857599999999
962,852,348,1,0.32,6638.24,4514.003199999999
2253,602,348,2,0.05,6638.24,12612.655999999999
3801,2688,348,1,0.05,6638.24,6306.3279999999995
3968,2597,348,2,0.32,6638.24,9028.006399999998
4305,1068,348,3,0.44,6638.24,11152.243200000003
4666,880,348,3,0.4,6638.24,11948.832
4857,1728,348,1,0.28,6638.24,4779.5328
25,2805,492,2,0.45,9810.1,10791.11
717,1453,492,2,0.18,9810.1,16088.564000000002
1657,2122,492,2,0.32,9810.1,13341.735999999999
1933,414,492,1,0.47,9810.1,5199.353
3042,2519,492,5,0.49,9810.1,25015.755
3237,2614,492,4,0.01,9810.1,38847.996
3831,2563,492,4,0.17,9810.1,32569.532
3867,1890,492,1,0.42,9810.1,5689.858000000001
3884,1926,492,1,0.26,9810.1,7259.474
3998,1954,492,5,0.05,9810.1,46597.975
4044,135,492,5,0.33,9810.1,32863.835
4359,2316,492,1,0.48,9810.1,5101.252
4415,2929,492,2,0.3,9810.1,13734.14
4499,2671,492,4,0.36,9810.1,25113.856
4805,2754,492,5,0.32,9810.1,33354.34
5110,218,492,4,0.12,9810.1,34531.552
5259,2457,492,2,0.08,9810.1,18050.584000000003
5579,1588,492,5,0.11,9810.1,43654.945
5884,348,492,2,0.49,9810.1,10006.302
26,2181,34,1,0.27,2621.75,1913.8775
698,2743,34,3,0.31,2621.75,5427.022499999999
1141,1855,34,5,0.47,2621.75,6947.637500000001
1302,673,34,3,0.12,2621.75,6921.42
1665,1366,34,5,0.05,2621.75,12453.3125
2067,1433,34,1,0.1,2621.75,2359.5750000000003
2075,1961,34,1,0.1,2621.75,2359.5750000000003
2180,1178,34,5,0.33,2621.75,8782.8625
2295,1522,34,1,0.13,2621.75,2280.9225
2391,2333,34,5,0.38,2621.75,8127.425
2653,1987,34,3,0.34,2621.75,5191.065
3125,138,34,2,0.11,2621.75,4666.715
3748,2280,34,5,0.17,2621.75,10880.262499999999
3796,1182,34,5,0.4,2621.75,7865.25
4264,189,34,4,0.48,2621.75,5453.24
4537,716,34,5,0.23,2621.75,10093.737500000001
4948,1330,34,2,0.1,2621.75,4719.150000000001
5993,1153,34,2,0.11,2621.75,4666.715
27,2104,292,3,0.07,5405.05,15080.0895
384,1706,292,5,0.33,5405.05,18106.9175
554,308,292,5,0.5,5405.05,13512.625
2053,2327,292,1,0.26,5405.05,3999.737
2943,680,292,2,0.02,5405.05,10593.898000000001
4321,1919,292,1,0.36,5405.05,3459.232
4333,575,292,4,0.32,5405.05,14701.735999999999
4871,1461,292,3,0.27,5405.05,11837.059500000001
5058,1698,292,3,0.35,5405.05,10539.847500000002
5766,1022,292,2,0.29,5405.05,7675.171
28,308,135,1,0.37,6970.1,4391.1630000000005
655,2877,135,4,0.03,6970.1,27043.988
1143,2464,135,5,0.4,6970.1,20910.3
1170,2963,135,5,0.11,6970.1,31016.945
1254,2914,135,4,0.39,6970.1,17007.044
4624,2701,135,4,0.44,6970.1,15613.024000000003
4631,2130,135,3,0.46,6970.1,11291.562000000002
5170,491,135,4,0.21,6970.1,22025.516000000003
5512,2063,135,3,0.3,6970.1,14637.210000000001
29,678,373,2,0.21,3145.36,4969.6688
247,1367,373,1,0.41,3145.36,1855.7624000000003
2072,532,373,3,0.44,3145.36,5284.2048
2091,1503,373,4,0.06,3145.36,11826.5536
3942,1210,373,4,0.43,3145.36,7171.420800000001
5053,999,373,3,0.01,3145.36,9341.7192
5246,285,373,4,0.27,3145.36,9184.4512
5592,2642,373,2,0.36,3145.36,4026.0608
5820,1496,373,2,0.4,3145.36,3774.432
30,1794,430,1,0.44,7623.91,4269.3896
1248,2994,430,2,0.36,7623.91,9758.6048
1336,218,430,1,0.41,7623.91,4498.106900000001
1626,1919,430,2,0.01,7623.91,15095.3418
3137,235,430,3,0.21,7623.91,18068.6667
3556,164,430,5,0.08,7623.91,35069.986000000004
4083,250,430,1,0.21,7623.91,6022.8889
4345,67,430,5,0.03,7623.91,36975.963500000005
5221,1392,430,3,0.16,7623.91,19212.2532
5991,2800,430,1,0.46,7623.91,4116.9114
32,1574,231,4,0.29,3478.19,9878.0596
250,348,231,5,0.08,3478.19,15999.674
809,2542,231,3,0.16,3478.19,8765.0388
1271,1918,231,5,0.23,3478.19,13391.031500000001
1903,295,231,4,0.04,3478.19,13356.2496
2410,608,231,5,0.14,3478.19,14956.217
2532,578,231,3,0.03,3478.19,10121.5329
2554,2134,231,5,0.12,3478.19,15304.036
3132,2849,231,1,0.01,3478.19,3443.4081
3305,1916,231,4,0.1,3478.19,12521.484
3390,371,231,3,0.01,3478.19,10330.2243
4804,584,231,3,0.03,3478.19,10121.5329
5332,555,231,2,0.09,3478.19,6330.3058
33,2304,184,1,0.14,2597.49,2233.8414
806,2598,184,1,0.37,2597.49,1636.4187
941,1127,184,4,0.24,2597.49,7896.369599999999
1147,969,184,3,0.27,2597.49,5688.503099999999
2321,105,184,4,0.45,2597.49,5714.478
4436,856,184,4,0.17,2597.49,8623.666799999999
4645,197,184,1,0.03,2597.49,2519.5652999999998
34,1599,381,4,0.04,5054.67,19409.9328
548,2798,381,5,0.4,5054.67,15164.009999999998
754,150,381,2,0.17,5054.67,8390.752199999999
1507,2414,381,1,0.07,5054.67,4700.8431
2166,887,381,3,0.46,5054.67,8188.5654
2479,1554,381,1,0.35,5054.67,3285.5355
3602,1415,381,2,0.39,5054.67,6166.6974
4139,1083,381,2,0.38,5054.67,6267.7908
5661,2701,381,1,0.09,5054.67,4599.7497
5916,2510,381,1,0.15,5054.67,4296.4695
35,1642,416,1,0.01,4602.78,4556.7522
286,1960,416,2,0.01,4602.78,9113.5044
1205,783,416,4,0.32,4602.78,12519.561599999997
1461,1445,416,1,0.27,4602.78,3360.0294
2087,903,416,3,0.24,4602.78,10494.3384
2728,530,416,2,0.01,4602.78,9113.5044
2800,1603,416,3,0.19,4602.78,11184.7554
2883,2316,416,4,0.46,4602.78,9942.0048
2948,838,416,4,0.15,4602.78,15649.452
4015,719,416,4,0.21,4602.78,14544.7848
5375,1441,416,5,0.27,4602.78,16800.146999999997
5678,1231,416,2,0.2,4602.78,7364.448
5732,832,416,5,0.48,4602.78,11967.228
5757,1679,416,3,0.44,4602.78,7732.670400000001
5945,2893,416,5,0.21,4602.78,18180.981
36,2488,246,3,0.26,4412.19,9795.0618
451,2649,246,1,0.42,4412.19,2559.0702
601,2100,246,1,0.25,4412.19,3309.1425
692,1222,246,3,0.06,4412.19,12442.3758
724,814,246,2,0.27,4412.19,6441.7973999999995
1211,216,246,1,0.31,4412.19,3044.4110999999994
1218,1081,246,5,0.07,4412.19,20516.683499999996
1279,2162,246,1,0.2,4412.19,3529.752
1691,1233,246,3,0.48,4412.19,6883.0164
1965,2388,246,1,0.39,4412.19,2691.4358999999995
2613,621,246,4,0.09,4412.19,16060.371599999999
2712,1392,246,5,0.46,4412.19,11912.912999999999
3143,2590,246,5,0.45,4412.19,12133.5225
3511,2812,246,3,0.21,4412.19,10456.890300000001
5536,754,246,3,0.28,4412.19,9530.330399999999
37,1113,190,5,0.25,6536.43,24511.612500000003
174,1548,190,4,0.22,6536.43,20393.661600000003
181,542,190,1,0.22,6536.43,5098.415400000001
1312,986,190,5,0.24,6536.43,24838.434
2196,2796,190,3,0.0,6536.43,19609.29
3164,1817,190,5,0.49,6536.43,16667.896500000003
3292,2794,190,5,0.3,6536.43,22877.505
3706,1821,190,3,0.32,6536.43,13334.3172
4251,2061,190,2,0.0,6536.43,13072.86
5153,1248,190,1,0.34,6536.43,4314.0437999999995
5163,1289,190,2,0.02,6536.43,12811.4028
38,848,256,2,0.25,3851.99,5777.985
121,904,256,2,0.35,3851.99,5007.5869999999995
588,508,256,4,0.17,3851.99,12788.6068
965,2012,256,5,0.18,3851.99,15793.159
1622,2064,256,5,0.28,3851.99,13867.163999999997
1873,2611,256,2,0.11,3851.99,6856.5422
2134,2410,256,1,0.08,3851.99,3543.8307999999997
2835,1613,256,4,0.05,3851.99,14637.561999999998
3778,2721,256,4,0.41,3851.99,9090.6964
4740,2787,256,1,0.31,3851.99,2657.8731
5442,1140,256,2,0.28,3851.99,5546.865599999999
5681,209,256,4,0.42,3851.99,8936.6168
5864,1537,256,3,0.42,3851.99,6702.462600000001
39,754,154,4,0.16,4248.31,14274.321600000001
947,2374,154,4,0.4,4248.31,10195.944000000001
1185,1862,154,2,0.44,4248.31,4758.107200000001
1889,353,154,4,0.06,4248.31,15973.6456
2133,1139,154,1,0.5,4248.31,2124.155
2141,1573,154,2,0.17,4248.31,7052.194600000001
2171,1778,154,1,0.47,4248.31,2251.6043000000004
2534,848,154,5,0.29,4248.31,15081.500500000002
2817,1543,154,4,0.47,4248.31,9006.417200000002
2838,2927,154,5,0.46,4248.31,11470.437000000002
3405,330,154,1,0.3,4248.31,2973.817
40,15,391,2,0.25,5794.47,8691.705
321,943,391,2,0.09,5794.47,10545.9354
435,1607,391,5,0.0,5794.47,28972.350000000002
1542,1208,391,5,0.32,5794.47,19701.198
2010,1957,391,1,0.06,5794.47,5446.8018
2036,1794,391,2,0.3,5794.47,8112.258
3123,2486,391,2,0.02,5794.47,11357.1612
3661,743,391,4,0.39,5794.47,14138.506800000001
4168,2814,391,4,0.39,5794.47,14138.506800000001
4202,2439,391,1,0.42,5794.47,3360.7926000000007
4435,2696,391,5,0.36,5794.47,18542.304
4519,525,391,2,0.27,5794.47,8459.9262
4593,1323,391,3,0.28,5794.47,12516.055199999999
41,656,251,5,0.16,957.96,4023.432
224,99,251,3,0.42,957.96,1666.8504000000003
749,2599,251,5,0.31,957.96,3304.962
864,1534,251,5,0.13,957.96,4167.126
1353,2170,251,3,0.2,957.96,2299.1040000000003
1480,581,251,2,0.21,957.96,1513.5768
1842,436,251,2,0.24,957.96,1456.0992
3089,2286,251,5,0.16,957.96,4023.432
3090,1784,251,1,0.21,957.96,756.7884
3338,1467,251,4,0.13,957.96,3333.7008
5168,1468,251,4,0.32,957.96,2605.6512
5513,775,251,1,0.05,957.96,910.062
5656,2919,251,4,0.22,957.96,2988.8352000000004
5755,2181,251,1,0.39,957.96,584.3556
42,2343,161,4,0.3,387.35,1084.58
192,1387,161,4,0.3,387.35,1084.58
229,1448,161,2,0.09,387.35,704.9770000000001
280,601,161,3,0.38,387.35,720.4710000000001
337,71,161,5,0.44,387.35,1084.5800000000002
1371,270,161,2,0.42,387.35,449.3260000000001
1486,2851,161,3,0.38,387.35,720.4710000000001
1644,1529,161,3,0.43,387.35,662.3685000000002
2182,1899,161,2,0.18,387.35,635.2540000000001
3630,754,161,3,0.22,387.35,906.3990000000002
3667,849,161,1,0.31,387.35,267.2715
4471,859,161,1,0.04,387.35,371.856
4644,2589,161,1,0.1,387.35,348.615
43,893,280,3,0.41,5857.4,10367.598
418,2344,280,3,0.21,5857.4,13882.037999999999
1167,1925,280,4,0.37,5857.4,14760.648
2568,1141,280,2,0.04,5857.4,11246.207999999999
2602,2570,280,2,0.45,5857.4,6443.14
2689,119,280,2,0.07,5857.4,10894.764
2890,2304,280,5,0.08,5857.4,26944.04
3573,733,280,1,0.06,5857.4,5505.955999999999
3644,999,280,3,0.37,5857.4,11070.485999999999
4685,396,280,3,0.49,5857.4,8961.821999999998
4697,388,280,3,0.08,5857.4,16166.423999999997
4770,2737,280,2,0.13,5857.4,10191.876
4905,978,280,3,0.04,5857.4,16869.311999999998
4955,2288,280,2,0.04,5857.4,11246.207999999999
5109,2353,280,2,0.47,5857.4,6208.844
45,2854,98,2,0.38,1155.21,1432.4604
117,2476,98,4,0.12,1155.21,4066.3392000000003
637,2192,98,5,0.01,1155.21,5718.2895
922,104,98,5,0.14,1155.21,4967.403
1378,2933,98,3,0.27,1155.21,2529.9099
1404,2818,98,2,0.46,1155.21,1247.6268000000002
2732,2959,98,2,0.34,1155.21,1524.8772
3013,2428,98,3,0.41,1155.21,2044.7217000000003
3609,1878,98,3,0.07,1155.21,3223.0359
4342,247,98,4,0.45,1155.21,2541.4620000000004
4468,2116,98,1,0.3,1155.21,808.6469999999999
4691,1497,98,3,0.01,1155.21,3430.9737
5488,521,98,3,0.24,1155.21,2633.8788
46,37,117,5,0.29,5523.93,19609.9515
116,2599,117,4,0.34,5523.93,14583.1752
439,317,117,2,0.0,5523.93,11047.86
859,1699,117,4,0.11,5523.93,19665.1908
1370,978,117,5,0.01,5523.93,27343.4535
1918,1461,117,4,0.29,5523.93,15687.9612
2743,2125,117,3,0.34,5523.93,10937.381399999998
3260,772,117,5,0.21,5523.93,21819.523500000003
3704,1310,117,3,0.34,5523.93,10937.381399999998
4387,2162,117,5,0.39,5523.93,16847.9865
47,2101,301,5,0.1,1095.21,4928.445000000001
349,591,301,1,0.28,1095.21,788.5512
981,1224,301,1,0.47,1095.21,580.4613
2348,2246,301,5,0.4,1095.21,3285.63
2377,1483,301,1,0.13,1095.21,952.8327
2737,1366,301,2,0.39,1095.21,1336.1562000000001
3126,2652,301,2,0.22,1095.21,1708.5276000000001
3231,2422,301,4,0.01,1095.21,4337.0316
3298,2260,301,3,0.41,1095.21,1938.5217000000002
3936,1877,301,4,0.49,1095.21,2234.2284
4017,1556,301,1,0.18,1095.21,898.0722000000001
4085,933,301,5,0.47,1095.21,2902.3065
4486,459,301,5,0.2,1095.21,4380.84
5393,2919,301,4,0.3,1095.21,3066.5879999999997
5437,2828,301,1,0.33,1095.21,733.7906999999999
5836,1839,301,4,0.11,1095.21,3898.9476
48,1866,88,1,0.34,4202.97,2773.9602
1544,1860,88,1,0.14,4202.97,3614.5542
